id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000011465.15	0.00	0.36	133.14	27.12	0.09	32.39	35.16	0.05	0.00	2.17	0.00
ENSG00000011478.10	11.21	8.23	26.23	10.06	10.49	23.03	12.72	9.58	18.34	11.10	18.28
ENSG00000011485.13	84.88	47.80	86.07	39.24	121.30	94.82	114.61	83.30	105.01	105.09	50.67
ENSG00000011523.12	3.68	5.86	1.96	4.69	5.53	5.73	3.44	2.65	2.40	4.58	6.56
ENSG00000011566.13	3.29	5.13	4.05	8.44	3.09	4.04	3.68	3.12	2.92	6.60	3.07
ENSG00000011638.9	20.55	53.02	13.01	22.82	7.73	9.16	14.97	32.79	5.92	17.79	25.47
ENSG00000011677.11	5.88	0.00	0.00	0.00	0.00	1.88	0.00	0.00	5.42	0.00	4.26
ENSG00000012048.18	15.36	5.97	5.72	6.56	9.13	29.57	11.30	7.43	14.83	18.01	18.69
ENSG00000012061.14	79.42	48.20	60.78	41.00	79.97	127.21	66.98	102.26	60.88	61.57	121.54
ENSG00000012124.13	1.93	2.56	0.18	4.49	1.18	6.99	1.07	2.47	3.80	1.11	1.31
ENSG00000012171.16	15.12	55.08	2.96	0.29	1.02	7.93	2.50	50.38	1.19	2.33	9.56
ENSG00000012174.10	6.94	3.68	15.86	8.24	8.60	3.47	5.44	5.52	8.04	0.41	11.33
ENSG00000012211.11	24.07	22.24	10.53	5.89	2.76	3.84	20.17	14.95	3.74	17.53	35.59
ENSG00000012223.11	0.00	0.00	0.18	0.26	0.00	0.00	1.74	0.07	0.00	0.73	0.00
ENSG00000012232.7	14.69	14.58	15.30	12.84	12.04	14.49	20.93	17.39	12.63	17.13	15.35
ENSG00000012660.12	29.40	43.41	71.60	69.49	72.05	53.85	37.79	36.47	47.91	48.73	85.23
ENSG00000012779.9	15.05	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.06
ENSG00000012822.14	18.17	103.09	10.88	11.04	12.76	10.85	25.17	35.07	9.28	8.74	44.83
ENSG00000012963.12	21.06	8.66	12.46	39.84	20.06	38.55	18.26	16.95	26.41	27.08	23.82
ENSG00000012983.10	13.91	15.54	9.89	21.07	24.00	23.42	13.56	13.87	24.21	15.73	20.79
ENSG00000013016.13	5.29	2.24	8.55	4.02	2.26	7.12	0.03	2.70	0.00	2.44	31.95
ENSG00000013275.6	118.26	59.80	116.83	48.65	125.69	226.03	98.35	136.85	111.52	163.86	132.34
ENSG00000013288.7	13.36	10.63	13.97	4.80	6.27	13.57	8.50	18.81	15.97	9.53	19.45
ENSG00000013306.14	159.10	166.19	133.85	54.49	148.51	96.52	170.15	241.38	172.40	279.02	213.11
ENSG00000013364.17	47.88	117.18	30.02	91.11	24.51	77.28	45.41	167.76	29.00	65.51	193.95
ENSG00000013374.14	22.73	20.06	16.16	82.75	34.19	32.79	31.52	18.12	29.35	23.13	71.65
ENSG00000013375.14	1.72	5.19	14.84	23.20	12.26	8.92	9.82	15.12	10.69	10.04	6.39
ENSG00000013392.7	0.31	0.60	1.31	1.59	0.65	0.51	0.78	1.16	1.15	0.16	0.52
ENSG00000013441.14	22.15	15.84	11.71	23.53	21.94	10.38	13.93	11.84	11.71	3.14	2.42
ENSG00000013503.8	2.18	3.62	3.73	4.70	7.18	5.51	5.77	3.74	6.02	4.67	2.67
ENSG00000013523.8	9.59	3.06	6.19	10.02	13.44	1.30	11.32	4.76	1.94	10.52	15.15
ENSG00000013561.16	22.68	39.49	38.92	36.81	41.20	27.18	44.51	31.08	31.34	11.82	23.00
ENSG00000013563.12	27.00	15.37	18.09	35.55	15.85	39.01	24.47	60.24	16.46	18.59	22.05
ENSG00000013573.15	66.18	16.20	22.74	57.50	46.33	42.81	55.01	17.15	76.07	7.77	60.87
ENSG00000013583.7	37.77	36.09	22.85	67.30	54.27	12.73	28.33	29.03	44.94	35.91	41.63
ENSG00000013588.5	219.54	170.58	8.27	0.34	15.68	8.37	65.47	457.84	37.31	86.15	36.43
ENSG00000013619.12	2.24	3.36	27.90	1.91	1.34	9.35	1.56	3.99	14.03	2.60	3.32
ENSG00000013810.17	72.48	32.67	47.14	39.15	51.62	72.08	53.55	21.37	104.65	63.71	48.56
ENSG00000014123.9	3.41	6.13	6.76	4.12	7.54	4.60	7.00	4.92	4.75	1.30	1.53
ENSG00000014138.7	20.19	2.92	21.00	40.32	19.16	39.74	17.92	6.06	11.01	12.50	6.98
ENSG00000014164.6	16.18	13.02	19.43	12.18	1.47	25.83	20.58	26.56	13.60	31.80	26.53
ENSG00000014216.14	314.67	355.85	56.39	79.48	40.32	50.30	219.28	222.51	62.84	181.12	50.09
ENSG00000014257.14	0.00	3.27	0.00	0.08	0.00	0.00	0.07	1.68	0.21	0.18	0.00
ENSG00000014641.16	132.70	102.40	78.90	92.73	147.87	63.40	108.06	76.29	163.58	100.98	65.78
ENSG00000014824.12	14.05	12.09	11.54	26.39	20.68	9.13	12.29	18.40	11.84	16.57	30.80
ENSG00000014914.18	6.64	7.10	8.83	12.29	5.44	3.87	16.48	16.70	67.56	13.79	48.09
ENSG00000014919.11	13.88	7.78	11.67	3.20	8.92	6.25	10.59	11.27	15.01	16.66	14.69
ENSG00000015133.17	3.16	9.80	2.51	4.89	0.75	0.41	8.35	2.89	6.46	6.59	5.50
ENSG00000015153.13	9.00	4.74	8.16	7.12	2.58	5.42	7.31	5.35	6.69	3.65	5.40
ENSG00000015171.17	17.46	14.21	30.84	29.40	50.46	15.85	20.03	14.95	24.25	6.58	17.55
ENSG00000015475.17	56.18	26.86	51.82	10.95	60.43	49.24	45.85	156.99	48.00	32.68	2.11
ENSG00000015479.16	72.13	58.26	128.62	157.92	139.31	81.41	89.18	62.38	127.92	55.27	11.73
ENSG00000015532.8	17.53	21.43	11.76	11.45	13.42	16.32	8.60	13.29	12.18	18.58	15.73
ENSG00000015568.11	2.33	0.27	0.61	1.56	1.86	1.01	0.74	0.87	0.53	3.58	2.96
ENSG00000015676.16	49.97	45.84	60.81	48.01	63.18	72.09	66.89	40.91	56.30	109.53	115.35
ENSG00000016082.13	5.77	0.98	0.00	0.00	0.06	0.00	0.09	1.03	0.51	0.75	1.07
ENSG00000016391.9	0.00	0.00	0.41	0.37	0.18	0.00	0.84	0.04	0.00	0.52	1.84
ENSG00000016402.11	0.74	0.00	0.00	0.00	0.07	0.00	5.11	0.25	0.11	0.41	0.00
ENSG00000016602.9	0.00	2.10	0.00	0.04	0.00	0.00	0.09	0.06	0.00	0.06	0.00
ENSG00000016864.15	30.98	33.89	38.82	59.59	17.39	21.54	35.68	21.97	33.97	6.73	19.62
ENSG00000017260.18	46.60	48.78	24.01	66.60	69.20	44.00	24.33	31.46	33.04	12.07	6.75
ENSG00000017483.13	0.54	0.38	0.00	0.22	43.42	0.29	0.11	0.21	0.04	0.33	0.87
ENSG00000017797.10	30.73	35.59	22.55	26.51	45.43	24.92	31.50	21.48	40.41	23.61	43.99
ENSG00000018189.11	5.15	10.00	3.82	3.49	6.74	3.53	3.13	4.54	4.11	1.24	11.48
ENSG00000018236.13	1.43	0.57	0.04	0.02	0.09	0.00	0.00	0.00	0.40	0.75	0.00
ENSG00000018280.15	0.39	0.04	0.00	0.06	0.49	0.01	0.10	1.50	0.36	0.80	0.16
ENSG00000018408.13	19.45	6.22	30.43	90.37	100.56	33.93	11.43	21.36	20.94	29.67	75.76
ENSG00000018510.11	6.75	4.27	6.15	12.40	14.99	11.66	6.05	5.64	10.24	2.66	23.88
ENSG00000018610.12	1.82	0.31	4.08	6.90	8.70	0.72	0.00	0.00	2.54	0.33	4.34
ENSG00000018625.13	0.04	0.14	0.00	1.49	0.00	0.31	0.00	0.43	0.05	0.00	0.02
ENSG00000018699.10	10.27	4.63	9.37	13.17	8.00	4.70	10.95	8.70	10.16	7.65	3.80
ENSG00000018869.15	0.00	0.44	1.40	0.91	1.55	0.25	0.00	2.43	0.00	0.00	0.28
ENSG00000019144.15	35.07	19.03	9.50	10.15	15.23	28.56	16.11	11.52	17.51	34.87	30.12
ENSG00000019169.10	0.00	5.97	0.00	0.00	0.00	0.00	0.64	3.17	0.00	1.17	0.06
ENSG00000019186.8	1.03	0.49	0.00	0.31	16.52	0.37	0.14	0.09	3.75	0.19	0.00
ENSG00000019485.11	3.12	5.25	7.18	1.27	0.84	4.30	1.46	1.58	2.28	2.00	2.26
ENSG00000019549.7	60.98	34.28	24.97	29.25	34.80	39.96	43.92	64.40	4.54	58.15	35.11
ENSG00000019582.13	6.27	0.00	0.00	6.85	0.62	0.19	0.68	1.17	0.39	0.59	1.74
ENSG00000019995.6	3.78	2.85	4.47	9.96	15.61	5.02	3.52	2.80	3.12	1.20	1.71
ENSG00000020129.14	22.83	19.47	32.73	9.05	10.69	82.27	14.23	23.10	18.53	24.27	85.91
ENSG00000020181.16	0.27	0.00	5.56	1.95	0.44	6.91	0.00	0.00	0.42	0.00	1.88
ENSG00000020256.18	37.49	11.51	16.78	11.99	20.17	13.36	16.28	13.07	6.47	29.77	16.14
ENSG00000020426.9	27.72	15.77	30.02	28.50	44.93	15.30	22.95	21.31	41.06	8.67	9.30
ENSG00000020577.12	20.54	9.38	17.71	2.14	16.20	24.14	7.88	8.56	21.28	11.03	29.93
ENSG00000020633.17	0.00	0.00	0.00	7.39	21.42	0.00	0.00	0.00	0.00	0.62	18.19
ENSG00000020922.11	5.89	5.90	6.01	8.27	27.27	5.45	12.05	4.61	8.96	0.00	0.58
ENSG00000021300.12	0.06	0.16	0.11	0.18	0.12	0.31	0.12	0.22	3.20	0.00	5.95
ENSG00000021355.11	0.00	7.84	0.00	0.00	13.63	5.63	13.70	110.02	15.74	19.30	0.00
ENSG00000021488.11	0.04	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.11	0.29	1.44
ENSG00000021574.10	3.26	2.54	3.48	3.78	3.99	2.76	3.49	2.50	4.50	0.59	1.67
ENSG00000021645.16	1.62	0.89	5.78	0.12	0.01	1.00	0.00	0.00	0.02	0.00	0.33
ENSG00000021762.18	30.94	56.89	5.87	4.25	3.38	4.65	41.55	36.98	5.58	34.10	12.44
ENSG00000021776.9	13.26	5.66	16.29	11.32	9.45	3.45	9.60	7.96	8.71	3.75	2.94
ENSG00000021826.13	5.35	3.18	4.34	0.46	13.34	2.12	1.65	1.50	0.50	0.51	0.64
ENSG00000022267.15	3.65	1.49	70.38	44.09	4.81	337.97	20.62	0.72	6.74	1.32	82.60
ENSG00000022277.11	81.38	62.16	106.69	113.51	99.32	80.34	70.86	54.18	82.33	80.36	50.51
ENSG00000022556.14	0.00	0.00	0.00	11.82	18.50	1.35	0.00	0.00	0.00	0.92	0.00
ENSG00000022567.8	1.78	1.04	4.65	1.46	1.33	8.96	4.17	2.42	0.59	4.11	7.18
ENSG00000022840.14	34.98	77.69	45.44	74.95	84.96	42.93	54.55	45.45	66.99	98.73	105.87
ENSG00000022976.14	6.84	3.24	4.11	7.07	9.43	4.39	4.81	6.37	9.99	6.90	17.15
ENSG00000023041.10	22.36	12.94	18.08	10.24	16.22	6.39	17.26	10.88	14.94	5.26	4.54
ENSG00000023171.13	0.00	0.00	0.00	0.04	0.19	1.18	0.28	0.70	0.00	0.00	0.00
ENSG00000023191.15	171.90	130.89	82.88	56.13	60.18	545.96	183.09	173.74	174.93	149.82	328.03
ENSG00000023228.12	39.92	13.91	39.80	46.71	62.12	32.61	54.05	35.23	51.47	10.01	5.09
ENSG00000023287.11	4.57	7.18	8.82	11.78	8.19	6.69	7.42	4.70	5.34	8.77	38.36
ENSG00000023318.7	8.99	7.47	15.73	15.18	14.91	4.51	9.56	5.62	5.88	6.45	2.78
ENSG00000023330.13	29.42	13.11	60.81	46.84	24.69	44.66	20.08	51.84	59.15	35.99	37.62
ENSG00000023445.12	2.93	5.09	2.01	1.18	2.40	0.99	15.59	23.88	3.69	0.57	0.55
ENSG00000023516.8	1.48	1.85	0.70	4.19	3.46	0.49	1.77	0.00	1.73	0.51	0.00
ENSG00000023572.7	9.44	4.92	34.52	18.62	12.06	11.51	19.64	8.79	13.68	27.21	26.10
ENSG00000023608.4	2.81	3.18	5.63	7.57	14.30	6.50	3.27	4.35	39.52	2.83	8.43
ENSG00000023697.11	51.68	55.11	20.42	30.78	16.37	10.93	28.58	41.15	22.67	39.72	6.25
ENSG00000023734.9	126.36	53.52	91.36	138.26	136.21	52.16	91.52	62.78	84.70	24.17	3.89
ENSG00000023839.9	0.53	25.54	0.29	1.38	0.53	0.00	3.52	1.51	0.00	3.30	0.00
ENSG00000023892.10	8.21	18.89	0.00	16.41	3.46	3.62	12.81	5.03	19.02	27.63	11.07
ENSG00000023902.12	2.82	0.91	20.72	5.99	6.50	21.34	6.91	6.50	9.60	6.33	9.29
ENSG00000023909.8	23.94	15.18	20.02	190.50	38.07	15.54	12.98	18.69	35.81	1.14	4.72
ENSG00000024048.9	1.90	5.79	4.22	12.94	5.43	3.83	5.53	3.19	4.30	0.00	0.65
ENSG00000024422.10	122.17	106.43	86.61	23.63	33.15	300.68	95.05	87.80	31.43	112.45	129.87
ENSG00000024526.15	6.96	3.98	12.29	27.79	30.36	5.17	7.57	0.99	16.17	1.59	3.20
ENSG00000024862.15	3.49	9.11	3.92	12.03	10.57	3.68	7.01	3.85	5.97	4.06	2.47
ENSG00000025039.13	0.94	0.67	1.59	0.19	0.52	0.09	0.78	0.65	4.48	0.71	0.50
ENSG00000025156.11	4.41	3.15	17.38	24.88	10.20	6.21	6.74	3.81	14.05	1.36	1.89
ENSG00000025293.14	20.64	26.32	33.57	26.67	29.95	17.45	28.75	13.48	23.26	30.44	34.48
ENSG00000025423.10	1.24	2.54	0.34	3.26	0.80	1.26	0.59	0.41	2.09	0.44	3.79
ENSG00000025434.17	21.82	4.07	0.84	8.46	11.08	1.63	5.96	14.33	2.56	3.36	8.85
ENSG00000025708.11	0.89	0.62	0.83	2.36	7.38	2.29	21.66	122.40	0.05	28.77	10.29
ENSG00000025770.17	44.51	16.85	31.78	88.31	83.67	91.46	31.66	24.87	42.36	29.20	27.31
ENSG00000025772.7	48.34	28.36	59.56	83.14	54.54	43.52	47.06	49.15	126.78	48.17	51.54
ENSG00000025796.12	5.71	9.96	22.63	69.91	47.03	12.46	14.22	9.37	12.50	2.42	6.40
ENSG00000025800.12	19.41	17.83	22.59	22.81	37.27	18.63	21.20	17.23	20.63	9.80	17.79
ENSG00000026025.12	9.40	2.26	1485.71	1431.52	1276.23	4667.79	556.89	1691.54	1414.74	1118.95	10785.33
ENSG00000026036.19	7.96	1.41	8.06	1.74	1.82	8.74	3.29	8.08	9.08	1.73	4.89
ENSG00000026103.18	35.57	13.38	17.96	16.58	6.15	5.48	24.05	33.69	3.53	19.44	2.52
ENSG00000026297.14	5.10	11.64	10.44	6.79	4.18	7.28	15.59	14.00	22.40	14.40	7.53
ENSG00000026508.15	540.05	344.64	459.37	268.17	302.90	1492.54	438.53	561.11	256.97	342.76	683.08
ENSG00000026559.12	6.95	24.27	0.69	7.75	0.55	12.57	1.59	1.05	0.00	0.86	20.31
ENSG00000026652.12	0.93	2.11	2.86	1.21	2.16	1.63	2.35	5.45	3.24	5.76	8.89
ENSG00000026751.15	6.96	3.25	0.00	0.04	0.00	1.59	0.29	1.28	10.87	0.09	0.00
ENSG00000026950.15	0.41	3.30	0.82	6.91	4.78	1.06	1.33	2.70	1.64	0.47	3.20
ENSG00000027001.8	19.69	12.44	25.70	8.90	8.56	3.42	27.49	9.97	5.33	42.01	11.46
ENSG00000027075.12	4.81	9.25	1.39	0.85	2.51	0.71	8.88	3.61	1.37	7.49	3.60
ENSG00000027697.11	8.28	71.17	16.18	58.74	39.78	14.22	29.07	34.15	12.57	14.32	44.26
ENSG00000027847.12	29.48	31.56	22.94	9.67	3.24	32.73	28.78	38.32	22.93	24.86	69.24
ENSG00000027869.10	0.65	0.00	0.00	0.41	0.43	0.28	22.92	78.36	0.00	5.65	0.61
ENSG00000028116.15	13.90	11.33	2.40	15.10	10.46	10.98	9.02	13.99	13.03	5.41	5.11
ENSG00000028137.15	0.00	0.00	0.02	0.63	0.16	0.12	0.00	0.00	0.15	0.00	1.27
ENSG00000028203.16	12.38	34.54	16.15	16.62	26.59	6.68	34.48	39.01	30.72	9.82	4.50
ENSG00000028277.19	0.30	0.09	0.06	0.14	0.02	0.39	0.46	1.09	0.27	0.00	0.35
ENSG00000028310.16	29.44	17.32	31.90	42.78	54.88	45.64	33.07	31.51	38.27	30.04	35.15
ENSG00000028528.13	49.94	37.64	34.76	41.43	23.13	33.35	27.07	39.91	43.75	49.67	59.03
ENSG00000028839.8	6.63	11.64	17.21	24.64	23.57	16.48	21.25	17.48	12.45	17.48	33.15
ENSG00000029153.13	6.11	1.85	3.25	3.94	3.59	2.04	3.01	13.22	3.60	1.02	0.99
ENSG00000029363.14	36.41	30.32	80.85	95.10	120.91	37.06	58.90	23.60	53.23	5.53	5.66
ENSG00000029364.10	22.36	30.07	15.88	31.11	33.97	27.18	25.85	23.94	22.77	28.40	23.47
ENSG00000029534.18	0.34	0.15	9.12	4.39	3.43	5.14	0.68	0.53	2.24	1.21	9.71
ENSG00000029639.9	4.53	3.03	10.41	12.02	8.44	5.34	16.15	13.12	5.57	10.71	11.82
ENSG00000029725.15	11.61	8.48	38.17	33.47	25.35	14.33	16.12	12.25	13.89	10.41	2.61
ENSG00000029993.13	71.24	67.38	85.96	146.43	111.70	10.87	103.59	37.88	87.13	7.46	5.38
ENSG00000030066.12	15.41	5.73	18.00	22.53	40.13	13.04	16.86	8.60	39.08	5.29	4.90
ENSG00000030110.11	24.05	23.58	31.26	13.45	37.77	35.55	36.98	38.23	26.40	77.15	39.18
ENSG00000030419.15	4.57	4.07	1.65	0.00	0.78	1.84	1.94	2.28	0.87	2.53	1.55
ENSG00000030582.15	255.42	884.18	223.17	82.50	79.65	162.79	207.91	445.40	229.86	274.33	210.39
ENSG00000031003.9	2.79	4.93	7.20	0.58	2.47	2.58	1.25	1.58	3.10	0.84	2.87
ENSG00000031081.9	1.36	0.96	6.15	0.76	12.78	8.07	2.16	5.92	7.04	0.51	2.02
ENSG00000031691.6	0.48	0.85	6.07	5.11	6.64	7.93	3.38	1.38	12.61	0.00	0.19
ENSG00000031698.11	113.55	130.51	126.21	94.17	217.07	76.94	97.95	90.30	157.68	107.96	282.18
ENSG00000031823.13	49.52	27.76	42.58	19.84	34.41	68.03	47.92	30.96	60.66	41.61	79.52
ENSG00000032219.17	1.62	2.84	2.71	16.97	7.79	0.98	3.59	1.34	2.12	1.44	7.74
ENSG00000032389.11	30.23	20.63	17.23	22.50	24.58	26.66	29.18	31.10	41.91	46.84	24.43
ENSG00000032444.14	29.12	37.07	14.91	18.50	12.05	67.13	46.58	41.87	27.60	38.20	102.57
ENSG00000032742.16	2.62	1.38	3.81	4.10	7.00	0.85	3.95	1.93	2.58	1.53	1.36
ENSG00000033011.10	67.80	21.29	33.01	21.03	33.80	58.32	30.07	40.94	40.15	41.13	32.74
ENSG00000033030.12	3.30	7.87	11.35	12.94	12.91	3.83	9.05	5.23	15.24	7.07	7.76
ENSG00000033050.6	56.56	25.66	56.00	139.99	83.75	85.58	67.72	58.43	58.02	110.25	137.66
ENSG00000033100.13	25.86	22.07	13.91	38.15	15.51	24.15	27.66	30.21	19.66	35.30	45.14
ENSG00000033122.17	0.05	0.04	3.80	0.02	0.17	0.10	0.00	0.00	0.04	0.00	0.00
ENSG00000033170.15	8.50	4.20	12.06	38.32	30.44	20.38	6.87	20.29	16.32	4.65	4.89
ENSG00000033178.11	23.99	12.49	18.10	16.96	46.11	12.75	20.81	22.66	23.55	7.23	15.09
ENSG00000033327.11	0.00	0.59	0.50	0.00	1.18	0.19	0.98	0.00	3.12	0.35	12.81
ENSG00000033627.13	12.84	26.73	11.73	15.98	17.11	22.62	11.09	23.81	23.40	20.72	54.05
ENSG00000033800.12	17.94	28.53	19.86	24.44	8.07	8.20	13.32	10.85	16.54	13.52	17.10
ENSG00000033867.15	7.74	6.26	13.00	17.21	16.23	10.03	6.67	3.87	10.38	1.14	2.60
ENSG00000034053.13	10.82	1.21	14.35	0.96	5.56	6.67	0.00	0.00	15.60	9.40	8.30
ENSG00000034152.17	57.43	46.61	68.10	18.59	37.42	98.29	44.37	80.59	55.00	46.71	59.87
ENSG00000034239.9	0.00	0.00	0.07	0.00	1.47	0.08	0.14	0.34	0.00	0.09	1.86
ENSG00000034510.5	3221.05	3548.74	2428.78	1987.60	1065.99	1548.55	3264.72	4161.84	2373.00	6439.47	3732.80
ENSG00000034533.10	3.32	1.39	6.61	6.16	5.44	3.23	1.74	1.93	2.01	2.24	0.43
ENSG00000034677.10	7.44	16.31	8.36	8.98	15.33	22.89	15.66	2.57	9.63	16.76	48.41
ENSG00000034693.13	7.89	12.03	11.16	14.19	16.44	5.73	8.48	6.35	6.81	0.58	1.89
ENSG00000034713.6	45.08	59.03	61.42	63.46	47.99	26.58	50.05	45.54	46.30	35.08	102.57
ENSG00000035115.20	26.82	35.38	7.60	4.37	4.01	1.96	33.22	13.63	1.64	39.76	7.66
ENSG00000035141.6	36.06	16.22	65.44	27.22	53.80	40.27	35.34	37.16	102.83	45.74	24.95
ENSG00000035403.15	38.06	25.35	123.44	51.60	97.55	256.44	37.94	35.41	83.38	51.88	83.33
ENSG00000035499.11	16.31	13.89	9.21	17.10	12.85	3.76	11.32	3.31	25.60	13.14	2.26
ENSG00000035664.10	0.51	11.72	1.40	3.20	1.59	3.15	1.86	2.70	2.24	4.07	0.58
ENSG00000035681.6	26.82	15.00	25.94	28.79	16.44	21.07	35.49	15.55	17.33	64.84	60.13
ENSG00000035687.9	16.94	24.00	17.31	28.61	35.17	13.12	63.67	18.32	26.45	23.36	8.24
ENSG00000035862.11	21.98	28.35	87.92	164.28	132.15	65.41	33.50	96.57	83.59	15.90	208.53
ENSG00000035928.13	24.65	11.89	25.06	47.67	64.00	16.10	16.72	10.99	19.98	5.74	3.56
ENSG00000036054.11	11.03	11.56	15.62	10.32	9.57	9.08	8.38	6.54	8.16	3.83	2.48
ENSG00000036257.11	33.89	11.18	34.21	79.15	78.37	24.69	28.28	21.02	38.68	9.51	7.94
ENSG00000036448.8	3.31	0.00	0.80	8.13	0.15	0.36	0.00	0.00	1.66	0.00	0.51
ENSG00000036530.7	0.08	0.01	0.16	0.59	0.28	0.44	0.00	0.01	0.00	0.00	1.51
ENSG00000036549.11	9.95	8.06	16.20	10.90	17.31	10.06	9.59	9.52	19.63	8.87	21.44
ENSG00000036672.14	0.43	4.09	2.18	4.89	1.16	0.57	0.03	0.10	0.86	0.67	0.30
ENSG00000037042.8	33.96	12.37	12.99	10.04	20.08	13.97	11.38	28.53	7.94	17.99	17.70
ENSG00000037241.6	93.40	75.36	103.53	114.49	110.15	107.37	104.53	86.74	128.38	121.88	171.17
ENSG00000037280.14	0.03	0.02	1.51	0.01	2.00	0.00	0.00	0.00	0.04	0.09	0.83
ENSG00000037474.13	58.58	26.80	62.62	74.13	103.72	68.26	59.55	48.33	74.79	60.03	23.43
ENSG00000037637.9	13.03	16.22	10.80	8.35	11.08	11.61	9.88	1.91	10.15	8.38	21.07
ENSG00000037749.10	4.69	4.41	7.23	2.47	4.53	6.17	9.29	3.01	4.44	0.33	2.97
ENSG00000037757.12	25.60	19.70	21.30	20.13	12.30	27.06	16.97	33.90	13.13	9.20	33.81
ENSG00000037897.15	48.12	9.03	39.58	23.97	51.56	29.76	36.08	36.64	38.17	33.43	31.96
ENSG00000037965.5	5.16	1.34	11.49	1.16	6.84	3.33	7.49	5.24	0.60	6.05	11.67
ENSG00000038002.7	6.15	12.00	11.81	9.35	14.16	7.26	5.92	7.05	19.78	3.80	23.16
ENSG00000038210.12	3.81	5.43	3.39	1.78	0.69	2.88	8.99	3.57	6.83	2.39	1.37
ENSG00000038219.11	6.69	7.39	3.46	18.60	11.04	8.87	5.91	5.04	9.14	4.62	4.49
ENSG00000038274.15	24.99	52.54	30.57	37.37	15.75	24.11	49.99	21.86	36.57	30.03	18.22
ENSG00000038295.6	4.00	3.74	9.63	1.12	1.63	0.06	2.59	0.25	0.02	1.05	0.32
ENSG00000038358.13	46.18	22.48	58.47	41.59	57.26	45.71	30.00	28.96	57.73	23.86	82.89
ENSG00000038382.16	29.73	14.19	46.68	38.04	57.93	85.75	23.94	26.23	35.16	18.24	48.14
ENSG00000038427.14	0.04	4.60	0.83	18.65	103.09	133.89	12.90	58.79	0.24	43.85	13.00
ENSG00000038532.13	4.06	3.24	1.10	8.41	4.60	2.43	1.79	7.66	3.85	9.81	10.33
ENSG00000039068.17	59.50	143.19	0.01	0.25	1.27	1.40	41.07	58.02	0.00	87.35	1.94
ENSG00000039123.14	27.28	11.09	48.33	46.90	74.90	25.82	24.17	11.58	19.94	21.71	11.78
ENSG00000039139.9	0.26	0.22	1.31	0.46	1.26	0.85	0.12	0.54	1.88	0.20	0.24
ENSG00000039319.15	5.95	3.67	7.77	9.68	8.47	2.38	4.58	1.46	6.27	1.40	0.62
ENSG00000039523.16	35.78	6.64	24.90	16.99	26.45	35.73	20.47	49.25	46.22	23.92	35.50
ENSG00000039560.12	27.34	7.57	38.21	30.33	33.00	33.01	24.54	26.32	49.28	38.97	8.38
ENSG00000039650.8	42.89	19.28	26.43	10.81	36.20	56.10	48.48	35.24	39.61	35.91	33.02
ENSG00000039987.5	0.00	0.00	0.00	0.14	0.00	0.00	1.47	0.00	0.00	0.89	0.00
ENSG00000040199.17	3.94	1.48	5.35	2.16	8.59	2.75	2.93	2.26	6.57	1.30	3.74
ENSG00000040275.15	26.95	8.74	51.90	47.81	95.43	49.14	15.81	18.56	74.04	18.84	86.32
ENSG00000040341.16	13.24	11.55	12.51	11.60	34.54	12.77	12.54	6.95	10.35	5.05	2.27
ENSG00000040487.11	15.85	11.97	13.09	7.04	6.12	26.23	14.28	8.84	16.48	11.43	40.83
ENSG00000040531.13	7.80	3.35	16.31	6.84	2.98	16.34	6.88	11.26	10.51	13.17	16.33
ENSG00000040608.12	17.05	3.71	2.22	1.99	0.64	0.85	7.10	2.59	2.99	6.13	6.10
ENSG00000040633.11	25.55	22.34	56.40	12.75	17.35	36.39	23.28	33.69	33.02	59.98	48.90
ENSG00000040731.9	0.58	2.54	0.00	0.00	0.06	0.19	0.19	0.06	0.10	0.13	0.00
ENSG00000040933.14	6.54	5.62	5.77	12.10	9.43	6.43	6.37	6.02	5.38	8.29	18.88
ENSG00000041353.8	7.03	9.64	6.24	0.71	1.92	0.69	5.79	29.98	0.32	0.33	1.09
ENSG00000041357.14	171.84	96.16	214.34	166.21	238.68	61.78	160.90	136.18	205.57	19.91	22.02
ENSG00000041515.14	0.03	0.15	0.02	0.02	0.00	1.61	0.03	0.19	0.03	0.03	0.00
ENSG00000041802.9	24.58	12.27	20.58	10.47	46.44	43.47	18.68	19.53	15.66	34.43	9.47
ENSG00000041880.13	20.40	14.18	13.45	15.69	8.18	16.53	13.62	18.90	17.45	8.73	46.51
ENSG00000041982.13	40.17	2.73	122.89	225.60	171.91	84.81	3.39	24.93	17.23	46.41	188.16
ENSG00000041988.14	7.55	6.83	11.66	5.35	4.12	11.70	5.02	6.71	13.17	11.06	36.47
ENSG00000042062.10	0.00	0.00	0.00	0.86	0.12	0.60	0.00	0.00	1.17	0.00	0.46
